Destino,NumeroFactura,FechaFactura,Vencimiento,total,Saldo,ReferenciaBancaria,dias_credito,dias_vencido
Destino-442 E07497,A-687215,2025-11-05 19:43:59,2025-11-19,218025.14,218025.14,A1011534420006872156,14,-9
Destino-442 E07497,A-687218,2025-11-05 19:44:02,2025-11-19,218090.64,218090.64,A1011534420006872183,14,-9
Destino-442 E07497,A-685915,2025-11-01 21:04:01,2025-11-15,229822.72,229822.72,A1011534420006859152,14,-5
Destino-442 E07497,A-685919,2025-11-01 22:23:59,2025-11-15,230077.08,230077.08,A1011534420006859195,14,-5
Destino-442 E07497,A-685920,2025-11-01 22:33:59,2025-11-15,218374.48,218374.48,A1011534420006859205,14,-5
Destino-442 E07497,A-685921,2025-11-01 22:43:59,2025-11-15,218221.65,218221.65,A1011534420006859211,14,-5
Destino-442 E07497,A-688728,2025-11-10 06:04:07,2025-11-24,438233.79,438233.79,A1011534420006887283,14,-14
Destino-442 E07497,A-686403,2025-11-03 20:33:59,2025-11-17,217763.1,217763.1,A1011534420006864031,14,-7
Destino-442 E07497,A-686401,2025-11-03 20:24:00,2025-11-17,243502.06,243502.06,A1011534420006864010,14,-7
Destino-442 E07497,A-684503,2025-10-29 06:15:11,2025-11-12,219597.27,219597.27,A1011534420006845037,14,-2
